labels,sentences
1,I saw this film as a kid about 30 years ago and I havent forgotten it to this day I couldnt say whether its a good picture But in those days I instantly fell in love with Jean Simmons The memories concentrate on the very erotic feel of the movie but I still remember the plot Simmons was very young then and there is another film that gave me the same feeling David Leans GREAT EXPECTATIONS And again it was the young Jean Simmons Its a pity that BLUE LAGOON is not available on video Id like to correct my memories
1,Though its a Christmas movie Christmas in Connecticut could have been done any time of year as its the story of a soldier who spends what is to be an idyllic time with a Martha Stewart type Thats what he thinks In reality the lady in question portrayed by Barbara Stanwyck has a popular magazine column about life on a farm with her husband and baby She has no farm no husband and no baby nor are the many recipes she publishes hers They belong to the restaurant owner nearby When her nononsense editor Sydney Greenstreet insists that she entertain soldier Dennis Morgan she enlists the aid of her boyfriend to use his farm and she transports herself and the restaurateur there Theres even a babywell actually theres more than one Chaos ensues and the charade becomes increasingly difficult to play out especially when Stanwyck falls in love with Morgan This is such a wonderful movie and even if youre gravely depressed Christmas in Connecticut can lift you right out of it Barbara Stanwyck is wonderful as the career woman turned homemaker Despite not being as flashy as Crawford or Davis she was nevertheless able to do what any role called for  she could be cheap elegant warm nasty cold andor sexy and she makes it look easy On top of that she is always attractive and alluring Dennis Morgan is a handsome and charming solider as an added bonus he gets to use his Irish tenor Fiancé Reginald Gardner is all business and you can tell hes not quite right for Stanwyck SZ Sakall as the fake unclereal chef is hilarious especially as he prays Stanwyck can flip a pancake before an audience I can imagine the impact this delightful film had at the tail end of World War II It must have been a real beacon for the better times to come
1,This movie caught me by surprise For years I have avoided many of Harold Lloyds sound pictures as well as those of Keaton because they have a generally welldeserved reputation for being lousy compared to the silent films because the basic formula has been lost However when I saw this film I was pleasantly surprised to find I actually liked itonce I accepted it really was not a Harold Lloyd film despite him starring in it This is because although it is nothing like the style of his earlier films it IS highly original and Lloyd isnt bad playing a totally different type of character As I mentioned above the formula of the old films is almost completely missing here Lloyd does not do the old familiar stunt work the romance is quite unlike his early screen romances and the plot is just plain weird Instead of the usual roles he is the son of a Chinese missionary who returns to America for the first time since he was a small boy Because of this though he looks like an American except for his white suit and explorers helmet he thinks and acts a lot like someone who is Chinese In many ways hes very naive about America and is like an innocent among wolves Early on he meets a man who turns out to be a local party boss This boss ALWAYS produces a losing candidate for the mayoral racebecause he is bought and paid for by the corrupt mayor to produce a token candidate who has NO CHANCE of winning Well the old geezer who they traditionally run for office just died and he decides to run the naive Lloydhe hasnt a prayer of winning Well the unthinkable happens and Lloyd wins This and Lloyds decision to clean up the town greatly upsets the old political machine and they stop at nothing to destroy honest Lloyd Just when it appears Lloyd is headed to jail on a trumped up corruption charge he creates a scheme that is 100 impossible and very illegal to get signed confessions from the crooks However despite this it is incredibly funny and a great ending So my advice is at the end just suspend disbelief and enjoy An important note This movie is definitely NOT politically correct The word Chink is used repeatedly I found it offensive but considering the times I ignored it as you should too If however you are someone who CANT and like being angry I suggest you never watch movies anywayas you are bound to become offended again and again
1,Years ago when I first read John Irvings The World According to Garp I was astounded that most of the younger adults with whom I had contact didnt like the book when I loved it I began to understand that it was an age and experience thing I experienced somewhat of a déjà vu when reading some of the comments on this site that were clearly written by younger viewers Fully enjoying Separate Lies is surely an age and experience thing In this film the viewer sees a seemingly happy upper middle class couple  he a successful lawyer  she the perfect wife of a successful lawyer They have a townhouse in London and a home in the country Alls well until there enters the villain in the guise of the son of the richest man in the village This guy appears to be a cad from the word Go He is disdainful of everyone and everything including his own children In the traditional form of nice guys finishing last the lawyers wife engages in an affair with the bounder You see the lawyer really is a nice guy but with the marriage killing trait of an organized perfectionist Even though he truly loves her he is boring his wife to death The bad boy is far more exciting All of this is entangled with the hitandrun death of a man in the village in which all the facts point to the cad being the driver of the vehicle Its easy to determine that this movie doesnt build to a happy ending however it does lead to a very satisfying ending in that the man and his wife learn and grow from their experiences and probably will be able to conduct their personal lives in a more successful manner Three excellent actors play the main characters in this film and it is there performances that make the whole thing a pleasure to watch Tom Wilkinson is perfect as the husband His portrayal shows us a kind man who has so much control over his emotions that he has lost touch with the world Emily Watson shows us a woman who has become so trapped in the role of perfect wife that she has almost lost her knowledge of passion That passion is reborn by the character deftly played by Rupert Everett If you have reached that point in life in which you understand that everyone has feet of clay and that everyone  even with the gifts of intelligence and opportunities  makes many many wrong decisions then you will probably enjoy watching these excellent actors creating the lives of three such people This is a beautifully acted and directed adult film about realistic adults
1,The English Patient is a love story set in Europe as World War II ends It is a wartime romance mystery epic like Hiroshima Mon Amour The Sweet Hereafter and After Life Anthony Minghella weaves extravagant beauty around a central character whose condition is grotesque and puts emotional barriers between the characters and the audience This adult love story is an intimate portrait in the tradition of Casablanca and Dr Zhivago The film sweeps gracefully attaining a level of eroticism and emotional connection that many similar films had missed Told in flashback it is a masterpiece of intimate moment and spectacular largesse Ralph Fiennes plays the English patient Count Laszlo de Almasy a Hungarian cartographer of few words who works for the British government and is stationed in the North African desert Count Laszlo is the unidentified survivor of a plane crash turned over to the Allies taken into custody by a medical convoy in Italy and essentially left to die in peace in an isolated monastery in Tuscany under the care of an inspiring pretty nurse who injects him with morphine and reads to him a book considered his great treasure and his one surviving possession Hana seeks to stimulate his touching memories wrapped up in his head released in lost pieces from his disturbed mind Fiennes gives a haunted pained performance playing the young man whose veneer of charm cannot plainly cover his hearts capacity for passion He makes us sympathize with the character in showing selfdoubt and weakness As a badly burned man he has only cherished memories His joy and heartbreak are completely clear and visible in his eyes He remembers falling under the spell of an attractive English married woman He remembers the way this turns him from a harsh abrupt wanderer into a man willing to betray everything for love His tragic love affair forms the heart of the motion picture Kristin Scott Thomas matches Fiennes work with a radiant sensuality She is captivating as the married European woman conveying the audience with the energy and enthusiasm for life that the Count finds irresistible Their different world despairing and hopeful menacing and resilient is simply beautiful With intense passion and intelligence this attractive blonde burns the screen as the different wife Juliette Binoche seems to shine as the FrenchCanadian nurse full of life and energy This vibrant young woman has a heart of gold kissing wounded soldiers but she thinks that she is a curse as anybody she ever loved tends to die on her Colin Firth is good as Katherines husband He is a British spy flying into the tough desert in a yellow biplane to take aerial maps of the whole North African continent He quickly becomes friend of the Count yet when he realizes that his wife has committed adultery his face reflected a peaceful fury William Dafoe plays a doubleagent spy who covers his anger with a strange charm He is a crippled war veteran who has a hidden agenda This cunning Canadian man seems to know of some dark secret in Almasys past He believes the English patient is partially responsible for the mutilation of his hands and is busy seeking revenge on everyone even remotely involved Naveen Andrews is Hanas ardent lover He is a handsome Sikh and an explosives expert with a dangerous job Theres a scene that is stuck in my head because it literally had me on the edge of my seat for what seemed an eternity In this particular scene the military sapper has to cut the wires on a bomb that has been hidden on a bridge Its on a timer and he only has a few minutes left The scene cuts back and forth between his tense face the wires and his dirty fingers as they try madly to figure out how to untangle and cut the wires without detonating the bomb  All the conventional elements of the genre are at peaks of excellence in The English Patient John Seales cinematography is breathtaking and Gabriel Yareds majestic music is dreamy and romantic This is a rich motion picture with ambition and style a fever dream lyrical and complex We are almost able to feel the heat of the desert the pain of the burnings the intimate flush of humanity that becomes the most haunting element of this epic love story
1,Crossing the Bridge the Sound of Istanbul received one of the most rapturous applause from the audience when it ended and very deservingly so I did not expect too much from a musical documentary but the movie proved to be much more than that It was also a visual documentary of Istanbul with stark contrasts of old and new western and eastern poor and rich modern and traditional Black and white photographs of old Istanbul by world famous Armenian photographer Ara Guler were exceptional But of course main theme was music and by God what a variety of it It was in a way similar to Bueno Vistas Social Club the love and the respect of the interviewer Alexander Hacke here replacing Ray Cooder for the musicians exuded from the screen and engulfed us all The music was mostly very interesting The jazz session by a group of Romany gypsies in a small Western Turkish town was mind blowing I will not be surprised if the travel agents start getting group booking requests for Kesan after the movie is released But I most loved Muzeyyen Senar who looked amazingly elegant in a sort of burlesque way and whilst tipping her Raki declared courageously My voice and I are 86 years old Well done Faith Akin I bet there are many more Turkish musicians who are feeling left out Go for Volume II please
1,Not high art not even exceptionally innovative but a thoroughly enjoyable movie Funny fresh intelligent  there are still people out there who dont need millions of dollars to hide that theyre out of ideas When you compare this to your average Hollywood action flick youre comparing a homemade meal with a big mac
1,My wife and I saw this when we were 17 The only good thing my father ever did get us in This is our movie and the music is our songs Michelles song is our song Yeah nowadays its a crime to show naked children on the screen but we were screwing at 16 why not these kids The movie is rich boy impregnates poor girl then rich dad steals him away from her at the end after she gives birth under impoverished conditions She is left alone with child It is a love story and a growing up story The music is fantastic and the story is one any person could relate to May be someday this will be released on DVD
1,Gargle with old razor blades Can I help it if Im not cousin Basil I think the pianos out of tune Ginger Grey This is your little snookums Laughs throughout the entire 20 minute short as the boys spoof gold diggers and opera singers They even manage to show us how to properly demonstrate to some attractive ladies how to handle both a rifle and a bear trap Wonder how many times they rehearsed the scene with the phone booth Adding Christine McIntyre and Emil Sitka 2 frequent collaborators to the mix makes it even better Only Vernon Dent is missing The Stooges did some great individual scenes but this was their best overall
1,If Western Union isnt exactly the real story of the construction of the Transcontinental Telegraph it certainly does capture the spirit and dedication of the people involved with the project Dean Jagger is the man in charge and one fine day hes thrown from a horse and sustains some fractured ribs An outlaw on the run Randolph Scott finds Jagger and is ready to steal his horse but changes his mind and brings Jagger to help Later on hes hired by Western Union and works for Jagger Jagger also hires a young easterner played by Robert Young whos an engineer Young is doing one of his few loan out films away from MGM for 20th Century Fox Both Young and Scott become friends but rivals for Jaggers sister Virginia Gilmore Western Union has plenty of action enough to satisfy any western fans The telegraph crew has to deal with outlaws Indians and your garden variety labor troubles Slim Summerville as the timid cook and Victor Killian as the frontier character assigned to guard him have some of the funniest scenes They both provide some good comic relief  Fritz Lang got good performances from his cast and kept the film moving briskly along Western Union is solid western entertainment
1,Brought Philip Larkin to life in a way that is worthy of the greatest performances of all time and not just the ones that are measured by popularity It shows a stark portrayal of Larkins life as the greatest unrecognized poet of his era  which is exactly how he would have wanted it such was his disdain for cankers and medallions It dramatically exposes the raw beauty in the intense sadness of Philips observations of our relationship with our own mortality and lays it our in a way that seems to have missed even the great philosophers for anyone interested in profound observations of our relationship with life love and death this is a must
1,This film is what most of the industry has forgotten how to make FAMILY entertainment meaning something which is enjoyable to people of all ages This particular Wallace  Gromit can be enjoyed by everyone from toddlers who like the colors and cute bunnies to their grandparents who understand the adult references  This film has direction as good as any Ive ever seen and I mean that literally It is also packed with tiny bits of humor and each scene has so many humorous details in the background that Im going to have to buy it if only in order to read all the signs and handbills in W  Gs world  I plan to see this movie at least twice more in theaters then buy it on DVD You too should see it
1,I recently got THE SEVENUPS on video and I must say it was a very enjoyable movie Roy Scheider and Tony Lo Bianco are great as the cop and crook respectively and a young Richard Lynch is great as psycho henchman Moon The late Bill Hickman is pretty good as his associate Bo and sets up a brilliant car chase sequence which will have you on the edge of your seats The other three members of the SevenUps team are pretty bland but thats only to be expected Im glad that a lot of people on this site have supported this movie I think it should be a film that should be released on DVD and not just forgotten I certainly enjoyed every minute of it The final scene between the two leads is excellent as the bad guy must face the consequences of his actions THE SEVENUPS does not disappoint
1,Not all movies are Oscar worthy but lets face it sometimes these types of movies are more fun to watch and leave a longer and lasting impression This one left me smiling and happy and I couldnt wait to hug my own son Anyone who has had a pet no matter what type knows what it feels like to lose one I believe most people would identify with Buddy almost losing his best friend who he raised from birth Bruce Willis was great as the tycoon turned nice guy and Joey Lauren Adams was convincing as a good mother The little boy who played Buddy had a cherub face and his sister and friend Edgar played terrific backup roles Liked the movie a lot and it was something the whole family could enjoy Thanks
1,As a cuspprebabyboomerborn in 1944 IN Los Angeles thereby having the dubious distinction of having been alive while Hitler was still actively involved in his Last Great Offensive but also with our President Roosevelt still actively fighting the offensivethis was one of the most important first films of my young life Having the opportunity to see it in rerelease several years after the 1946 opening a common studio custom in those years answered even to my very young mindohso many questions I hadbeing surrounded by our returning Vet heroes Ensconced in all the many of William Wylers equanimity of subtle multiplotsintentionally NOT surrounding mini or sub plotsin all their colors and shades of intensitydid more than anything else I can recall to provide to me some semblance of reason and rational explanation of what had been going on all around mein REAL life My personal experience perchance being a new and different angle when looking at this classic film
1,It was a terrific movie I like to watch it again and again The actors were awesome The movie kept me on the edge of my seat I would recommend this movie to anyone I wish Lifetime would put this movie on DVD I would most definitely purchase a copy This movie just proves that you should be very careful about who you get hooked up with You may think you know someone but you never know My daughter watched the movie with me She thought it was great All I know is I will watch this movie every time Lifetime airs it Its the kind of movie that keeps you glued to the tvI wish Lifetime would redo the movie but use the same actors and bring it to the big screen
1,Im from Ireland and I thought this film had the odd minute or two where accents where a little off but no worse than any Brad Pitt or other American doing the accent Furthermore I have rarely seen any British actor handle an American or Canadian accent except for Colin Farrel in Minority Report This film is a little film and it was entertaining No it wasnt a Blockbuster Hollywood production but frankly Im sick of that shite I laughed more than a few times and had a good time It was definitely worth the rental The main character is a spoof on other hard British gangsters At least thats the way I saw it If you go in expecting a 100 million dollar production youll be disappointed Enjoy it for what it is a small entertaining film
1,A few years ago I saw this remake of the sixties classic with the Mini Coopers for the first time and I remember liking it a lot Now about two years later it was shown on television and I just wanted to know whether I would still like it as much as when I saw it in the cinema Well the answer is yes The movie is about a team of robbers that will do one final job in Venice Italy The plan is flawless and the execution perfect They escape and wont have to work for the rest of their lives But there is one problem they didnt take into account Someone within their own ranks doesnt like to split the loot but wants to keep it all for himself even when that means he will have to kill the rest of the crew But all but one survive and they are out for revenge One year later in Los Angeles this time the surviving team members create a smart and devious plan to steal back the gold and get their revenge on the traitor The story on itself is of course not very original since this is a remake of the original 1969 movie but it has plenty of goodies to offer to make you forget about that This is a typical heist  action movie but it certainly is one of the better ones in its kind The action is very nice the landscapes and Venice are real eyecandy the story is OK and the special effects are stunning Even the acting is very good something which youll not often see in an action movie I must admit that I really liked what I saw and I give this movie a well deserved 7510
1,Okay Heres the thing Ive read through the comments of other viewers  some trashing the film and some saying its the funniest darkest blackest comedy ever made Whiffs of Tarantino etc Well not exactly But guess what Its still an enjoyable and ultimately funny film Not brilliant not trash Liv Tyler gives a great performance and you absolutely cannot take your eyes off her Shes a woman with very strong decorating ideasMatt Dillon a greatly underrated and underused actor is wonderful as ever He always manages to stride that delicate line between scruff and soul and he pulls off the comedy beautifully Ditto John Goodman though the religious overtones probably funny in the script really dont work Paul Reiser is very good  definitely better than he was on TV The usually unbearable Michael Douglas is actually great in this role As for his coif well see the film Between this and Wonder Boys youre actually reminded of the fact that Douglas can act The movie will make you laugh in parts Okay not exactly bellylaughing but definitely in the ImamusedImveryamused category If youre renting this expecting to see another Pulp Fiction forget it But if want something kinda hip and kinda fun this is a damned good choice
1,Ok when I rented this several years ago I had the worst expectations Yes the acting isnt great and the picture itself looks dated but as I sat there a strange thing happened I started to like it The action is great and there are few scenes that make you jump Brion James maybe one of the greatest Bgrade actors next to Bruce Campbell is great as always The story isnt bad either Now I wouldnt rush out and buy it but you wont waste your time at least watching this good bgrade post apocalyptic western
1,NORTHFORK is above all a masterpiece of widescreen cinematography For this alone the film is well worth ones time The stark wide open plains and badlands of eastern Montana are captured in the spare muted earth tones of autumn or early spring The gigantic grey cement Fort Peck Dam is the films protagonist The film comments both subtly and not so subtly on about a dozen issues of Western Landscape The dialogue can be trying at times yet the images and concepts are powerful enough to lift the film The 1950s period works so well here and is executed so well I think that the passing years will be kind to this film
1,BLACK WATER is a thriller that manages to completely transcend its limitations its an indie flick by continually subverting expectations to emerge as an intense experience In the tradition of all good animal centered thrillers ie Jaws The Edge the original Cat People the directors know that restraint and what isnt shown are the best ways to pack a punch The performances are real and gripping the crocdodile is extremely well done indeed if the Black Water website is to be believed thats because they used real crocs and the swamp location is fabulous If you are after a Bgrade gore fest croc romp forget Black Water but if you want a clever suspenseful ride that will have you fearing the water and wondering what the hell would I do if i was up that tree then its a must see
1,Overall the Dads Army movie is very funny although the humour isnt quite as catchy and sparkly as in the TV and radio series So where does this leave us the viewers If youve never seen Dads Army then the movie is a good way of bringing yourself up to speed and getting hooked on the mad world of Walmington oS The downside is that you might not get it because as I said the humour in the movie is a bit on the stolid side For Dads Army buffs the movie holds nothing new as the story is more or less a cutup of the TV series but its a unique chance of seeing your favourites in high def as compared to the shitty quality of the BBC video recordings The movie also features what must be the lamest holdup sequence in the history of the universe I cant make up my mind if thats a positive or a negative though
1,As a great fan of the Hammer Studios and enthusiastic watcher of their Gothic Horror films I wonder what took me so long to start watching their TVseries Hammer House of Horror which only ran for one season in 1980 Now that Ive seen the first four episodes of the show I can say that it easily satisfies my expectations so far While this first episode Witching Time is maybe not the most imaginative Horror story ever told and doesnt quite deliver the marvelous Gothic atmosphere that I love Hammers films from the 50s to the 70s for it doubtlessly does accomplish to tell a surprisingly spooky tale and create some genuine creepiness within fifty minutes Film score composer David Winter Jon Finch is tormented by the 17th century witch Lucinda Patricia Quinn While he story may be simple but for a running time of less than an hour it is effective and delivers many creepy moments Northern Irish actress Patricia Quinn who is probably best known for her role in The Rocky Horror Picture Show 1975 as well as the fantastic Monty Python comedy Monty Pythons Meaning of Life 1983 is wonderfully malicious in her role which fits her like a glove Jon Finch is also quite good as David and while Prunella Gee who plays his adulterous actress wife may not be the best actress ever she is definitely nice to look at The episode is accompanied by a nice score which plays along well with the atmosphere Overall Witching Time is a very entertaining episode with several truly creepy moments and decent opener to the series
1,and this movie easily exceeded my expectations The fact that it is written and directed by Peter Dalle led me to believe it was in style with other films Im used to and bored with seeing him in Anyway I grudgingly went along to see this flick and that Im glad for This stuff has humour and depth 9 out of 10 See it
1,The story is quite slow at the beginning except few interesting humour that come along the way but some of the plot still empty The science on how the kid entered the 21st century is still a mystery except at the end of the movie we have been shown of how Other than that everything looks ok
1,The film is excellent One of the most noteworthy things about it is that Flynns performance is superb This is worth stressing as he was often derided as an actor by Bette Davis et al I remember the scene where Flynn gets Arthur Kennedy drunk in order to take him to his doom at the Battle of the Little Big Horn The cold calculating look on Flynns face as he does so is extraordinary  much better than the much vaunted Spencer Tracy or many other stars could have done The other thing to note is the excellent performance by George P Huntley Jr as Lt Queens Own Butler It is baffling why he stopped making films shortly afterwards  one would have thought that he would have been set up for years after as a character actor
1,While the songs and dance numbers in general arent as strong as many would have them be the films storyline and message are still there and ring out loudly above the simple 70sstyle musical numbers  Keeping in mind that this film was made after the Hollywood Musical had nearly died out with few exceptions being rock musicals the audiences that went to see it new didnt appreciate the fact that it was a brave attempt at something that hadnt been done to date Audiences that see it today will tend to judge it against the films and musicals of today and perhaps the huge allstar casts of musicals gone past But to do that to this film or any for that matter is an injustice to the film itself There are some good musical moments in the film The first is that of Bobby Van Mr Van took his role of Harry Lovett just after closing a 2 year Tony nominated for best actor run of the Broadway revival No No Nanette He is a songanddanceman from way back and honestly the only one in the cast that was truly talented and experienced for musicals He never misses a step in his Question Me An Answer and rightly so  he was totally at home as Harry Other pleasant numbers are done by Olivia Hussey when she welcomes the new visitors and while the lyrics are weak James Shigeta shows his strong voice in the Family song as well as a nicely done staging of the full piece View the film for what it is  a fantasy about a place where you never grow old hidden in the ice and snow covered mountains of Tibet found by a group of unsuspecting modernday people wrapped up in the strife of any modern culture Take this and compare it to reality and you get a film that falls short of a goal But  take this film for the message of love and peace and tranquility and brotherly love and you get a warm and refreshing message and a positive one at that To some this film may seem corny to others a welcomed release from the hectic pace of reality To the first try to not judge and just enjoy the message To the second you have discovered the secret of ShangriLa
1,I never heard of Mishima before I watched this film and although parts of it are a little tedious I still find myself drawn to watch it when it is repeated on the box At the beginning of the film we are told about a celebrated Japanese writer behaves like a lunatic and commits seppuku in public As the film progresses you are gently inducted into twisted logic of Mishimas mind The stages of his life are are presented in four chapters Each chapter itself is a blend of two contrasting narratives the first continues the story with scenes from Mishimas life and appear in black and white The second narrative is an adaptation of scenes from a novel and these are staged like a play and filmed in vivid colours There is a different novel staged in each chapter Between each chapter the narrative returns to the present as Mishima proceeds towards his eventual ritual suicide This means that the drama and tension is maintained until the end I suspect that many people will find this film to be boring pretentious and arthouse I respect that this is not a film for people who want action and a strong story line If on the other hand you are the kind of person who relishes the opportunity to penetrate the mind a bizarre man while watching his life story told in collage of beautiful pictures set to music by Philip Glass you will love it I loved it 
1,I really refused to see this movie I refused to go with the school and I refused to go with my parents Just by looking at the trailer it looked stupid to me anyway One of my friends wanted to take me to the movies that day and he offered me 2 choices The Dukes Of Hazzard or Wallace And Gromit The Curse Of The WereRabbit It took me 17 minutes to decide Time was running out I had to choose It came up on the screen Few as in a few tickets left By the time we had to line up and get our ticket only one of us could go in I desperately wanted Nicholas to go in to see it But he forced me I crossed my arms and was very moody and disappointed that I was going in to see this childishness I walked in sat in the only seat that was available and prepared for the movie must say I was very surprised that I sat through that MASTERPIECE It was amazing I dont know what I was complaining about The Clay Animation was by far the most best ive ever seen in my life The story was brilliant About a rabbit disrupting and crashing a carnival that had been planned for over 500 years Basically Anti Pest Control are protecting the people who are competing in the Vegetable Competition Anti Pesto known as Wallace And Gromit Who are in charge of this business try to keep all the rabbits away from the Vegetable carnival I wont say anymore Its just too good to tell Ill admit that the whole idea of a WereRabbit is abit unbelievable and abit childish but Nick Park adds substance to it which what makes everyone love it I mean there wont be a 10 foot rabbit on the loose and there definitely wont be 8 foot werewolves as said in  Dog Soldiers Then again WereRabbits and WereWolves arent actual creatures But either way it worked out very well  The jokes also were more grown up The kids wont get some of the jokes It goes way above their heads It had a lot of British jokes in there If you love British humor this is the movie for you I also loved the cast and the voices Everything about the movie is so incredibly well done The direction and pacing was absolutelyFANTASTIC I recommend this to fans of the old Wallace And Gromit shorts And no I havent seen them yet and I recommend it to fans who liked Shrek and Shrek 2 and most importantly I recommend it to the people who love Clay Animation Cracking good movie 1010
1,The film is really good it doesnt use violence or sex etc to sell itself like other films but instead just uses a really decent plotbased on the original by Michael Caine and some great actors to make a fun action packed film which i thoroughly enjoyed One thing which made me enjoy this film even more was that it had some actors which i really like such as Edward Nortonwho i last saw in 26th hour which i enjoyed also Jason Stathamtransporter enjoyed that also and Seth Green who i think is great his role as Shawn Fannings roommate dubbed The Napster is hilarious and his hacking skills play a great part in the main heist which centres around a large traffic jam in LA The car chases are really decent and the high tech equipment used by the thieves is interesting and very impressive I havent seen the original so i cant really compare the too but i liked this a lot and would highly recommend this film to everyone it isnt a film where you need to like that specific genre it will suit everyone i felt good after this movie it had a really good ending and was overall really fun to watch I give it 810 Go watch it
1,Sir has played Lear over 200 timesbut tonight he cant remember his opening linesSitting at the mirrorhis eyes reflect the Kings madness His dresser prompts him gentlymouthing the wordsThere is an air of desperation about both these menThe great actor knowing his powers are slipping awayhis valet cum major domo cum conscience cum surrogate wife  aware of his bosss decline into madness and knowing he is powerless to do more than ease his passing The Dresser is really a love story between the twoOver the years they have become mutually dependent on one another to the extent that neither can conceive a future without the other Set during the second world warit concerns the fortunes of a frankly second  rate touring Shakespearean Company comprising an equal number of has  beens and wannabes led by Sir a theatrical knight of what might kindly be called The Old SchoolWhatever part he is playing he grabs centre  stage and bellows out over the footlightsbullying his audience into applauseButsomewhere inside himburied most of the time deep beneath the ham he regularly dishes outthere still remains an occasional glitter of his earlier greatnessIt is to catch a glimpse of this that his audiences fervently hope for Mr AFinney very cleverly concentrates on the hamoften to the point of caricatureandjust when you are ready to dismiss his performance as mere hyperbole and bluster he will produce a moment of exquisite subtlety and vulnerability that makes you realise that a great actor is playing a great actor The same goes for Mr TCourtenayIts easy to write off his portrayal of Norman as an exercise in stereotypingHere we have a middle  aged effeminate rather than camp theatrical dresser sashaying his way through lifeenjoying the company of The Girls and loving the wicked Insider gossip rife in The TheatreThere were  and I strongly suspect still are  many men just like Norman in The ProfessionInfinitely kind and patientknowing more about the plays than many of the actorsthey run backstage with wisdom and affectionI believe the vast majority of them would hoot with approving laughter at Mr Courtenays portrait I saw The Dresser on the London stage whereagainst the perceived wisdomMr Courtenays Norman was rather more subdued than in the movieSir was played by the great Mr Freddie Jones to huge acclaim from the audienceIt was a memorable performance that overshadowed Mr Courtenaysreducing him rather to an also  ran as opposed to an actor on level  billingThe idea that Sir and Norman might be almost incomplete without each other went right out of the window Norman was reduced to being his puppetwhich Im not sure was what Ronald Harwood intendedbut made for breathtaking theatre Messrs Finney and Courtenay redress the balance in the movierestoring equality to the relationship Both men have come a long way since their early appearances in the British New Wave pictures when they became the darlings of the vaguely Leftishmiddle  class and ashamed of it movementWhen the British cinema virtually committed Hari  kiri in the 1970s they quietly concentrated on the theatre apart from a few roles to keep the wolf from the doorWith the renaissance of more substantial moviesthey re  appearedblinking in the unaccustomed bright light The Dresser marked their returnstill fizzing with energy and talent shouting to the world at large Were still hereIts not a big movie but is assuredly a great one
1,Its easy to kill a monster but its hard to kill a human being Set in St Thomas Housing Project and Angola Prison in New Orleans Dead Man Walking is the true story of Helen Prejean Susan Sarandon a Louisiana nun Sister who befriended Matthew Poncelet Sean Penn a murderer and a rapist bound for a lethal injection machine for killing a teenage couple Sister Helen agrees to help the convict and to remain with him till the endan act never before attempted by a woman  At their first meeting Poncelet swears to the nun that his accomplice was the one who shot both of the kids and pleads her help for a new trial in order to convince the pardon board hearing to spare his life  The film challenges the audience to actually give some thought to the human consequences of the death penalty but gives voice to angry bereaved parents whose kids were shot stabbed raped and left in the woods to die alone  As Poncelets execution looms closer and closer his character is seen deceptively complex harboring doubts about the rightness of what they were doing to him In one moment we hear him sensitive asking for a lie detector test to let his mother know that he is innocent in another we see him furious playing the victim blaming the government drugs blacks the kids for being there Poncelet never understood that he has robbed the Percys and the Delacroixs so much giving them nothing but sorrow They are never going to see their children again never going to hold them to love them to laugh with them  In the scenes leading up to his execution the deathrow inmate drops his terrible facade and reveals his identity Luckily both Sarandon and Penn are here exceptionalcarrying out successfully an exquisite tangible harmony of souls When Sarandon was looking at Penn she was projecting compassionate eyes brimming with tears She asks him to visualize her as he dies I want the last thing you see in this world to be the face of lovein that moment we truly believed that shell be the face of love for him
1,I just discovered this film and love it Just the right mix of fast moving story entertaining characters hilarious moments but not overloaded with stupid jokes and fun performances by Kelsey Grammar Harry Dean Stanton Ron Schneider Rip Torn and more Buckman is especially good and I really enjoyed watching the guy who played Stapanick I also find it interesting that they used a real submarine the Pampanito for the running on top scenes and emulated it almost exactly for their sets The set decoration is really impressive if you do a digital tour of the Pampanito online and then compare it to scenes in the movie They did an excellent job on this film What a light entertaining and truly enjoyable movie
1,A mix of 70s drug humor along with parody of medicine and classic story line As Ive often said about this flick  if you dont get it  youre way lame Classic lines such as parapharsed Ive got this erection and it wont go away no matter how many times I do it Youre a nurse what can you give me for it Nurse replies all I have is 5 dollars and my wedding ring Great sound trackThe classic Hydes got nothing to hide Stays surprisingly close to the original plot  not that the original stays in the way of a joke Havent met anyone with an IQ over 115 that doesnt find it hysterical 
1,This Western was set in 1861 and had to do with the creation of the first transcontinental wireless lines that were laid by Western Union While nice guy Dean Jagger sporting lots of hair did his best to get this done there was a bad guy just waiting to undo this for his own selfish reasons So its up to either Randolph Scott or Robert Young to save the day This is certainly one of the better 1940s Westerns I have seen and it nearly garnered an 8it was that good However for the life of me I have no idea why Fritz Lang was assigned to direct this filmafter all he knew nothing about Westerns His forte was dramaand I guess this movie is a drama of sortsjust set in the old West Strange yes but it seemed to work out okay though I wonder how this great German director felt about being given this job As for the rest of the film its exceptionalwith vivid color great location shooting and very good acting As usual Randolph Scott put in another relaxed and realistic performance I was surprised though with Robert Young being also cast in the film but it was a good casting decisionhe was supposed to be a Harvardeducated Easterner When I saw Barton MacLane was also in the film I pretty much assumed hed be the baddie and my thoughts were well founded since he made a career out of playing jerks As for the script it seemed pretty ordinary for the most part but the final showdown between Scott and Barton MacLane was a lot better than Id hopedmaking this movie ending on a very high note
